state,dist,post,pin,village
Kerala,Thiruvananthapuram,Ottasekharamangalam,695125,Keezharoor
Kerala,Thiruvananthapuram,Perumpazhuthoor,695126,Perumkadavila
Kerala,Thiruvananthapuram,Perumpazhuthoor,695126,Athiyannur (Part)
Kerala,Thiruvananthapuram,Aruvipuram,695126,Perumkadavila
Kerala,Thiruvananthapuram,Perumpazhuthoor,695126,Maranalloor
Kerala,Thiruvananthapuram,Perumpazhuthoor,695126,Neyyattinkara
Kerala,Thiruvananthapuram,Chenkal,695132,Chenkal (Part)
Kerala,Thiruvananthapuram,Vattavila,695132,Chenkal (Part)
Kerala,Thiruvananthapuram,Olathanni,695133,Neyyattinkara
Kerala,Thiruvananthapuram,Mulluvila,695133,Thirupuram
Kerala,Thiruvananthapuram,Tirupuram,695133,Thirupuram
Kerala,Thiruvananthapuram,Vlathankara,695134,Chenkal (Part)
Kerala,Thiruvananthapuram,Janardhanapuram,695141,Ayiroor
Kerala,Thiruvananthapuram,Varkala,695141,Ayiroor
Kerala,Thiruvananthapuram,Chilakur,695141,Ayiroor
Kerala,Thiruvananthapuram,Cherunniyur,695142,Vettoor-Cherunniyoor
Kerala,Thiruvananthapuram,Thokkad,695143,Chemmaruthy
Kerala,Thiruvananthapuram,Vadasserikonam,695143,Ottoor
Kerala,Thiruvananthapuram,Palachira,695143,Chemmaruthy
Kerala,Thiruvananthapuram,Vadasserikonam,695143,Chemmaruthy
Kerala,Thiruvananthapuram,Moongode,695144,Ottoor
Kerala,Thiruvananthapuram,Kulamuttam,695144,Manamboor
Kerala,Thiruvananthapuram,Kavalayur,695144,Manamboor
Kerala,Thiruvananthapuram,Sreenivasapuram,695145,Chemmaruthy
Kerala,Thiruvananthapuram,Muttappalam,695145,Chemmaruthy
Kerala,Thiruvananthapuram,Panayara,695145,Chemmaruthy
Kerala,Thiruvananthapuram,Muthana,695146,Chemmaruthy
Kerala,Thiruvananthapuram,Palayamkunnu,695146,Chemmaruthy
Kerala,Thiruvananthapuram,Palayamkunnu,695146,Ayiroor
Kerala,Thiruvananthapuram,Chittattumukku,695301,Kadinamkulam
Kerala,Thiruvananthapuram,Channamkara,695301,Kadinamkulam
Kerala,Thiruvananthapuram,Kaniyapuram,695301,Pallippuram
Kerala,Thiruvananthapuram,Murukumpuzhaa,695302,Veiloor
Kerala,Thiruvananthapuram,Perumathura,695303,Sarkara-Chirayinkeezhu
Kerala,Thiruvananthapuram,Puthencurichy,695303,Kadinamkulam
Kerala,Thiruvananthapuram,Mudapuram,695304,Kizhuvalam-Koonthalloor (Part)
Kerala,Thiruvananthapuram,Katakam,695304,Sarkara-Chirayinkeezhu
Kerala,Thiruvananthapuram,Chirayinkeezhu,695304,Chirayinkeezhu
Kerala,Thiruvananthapuram,Cheruvallimukku,695304,Sarkara-Chirayinkeezhu
Kerala,Thiruvananthapuram,Azhurmarket,695305,Azhoor
Kerala,Thiruvananthapuram,Sasthavattom,695305,Azhoor
Kerala,Thiruvananthapuram,Perunguzhi,695305,Azhoor
Kerala,Thiruvananthapuram,Keezhattingal,695306,Keezhattingal (Part)
Kerala,Thiruvananthapuram,Nilakkamukku,695306,Kadakkavoor
Kerala,Thiruvananthapuram,Melkadakkavur,695306,Kadakkavoor
Kerala,Thiruvananthapuram,Anathalavattom,695306,Sarkara-Chirayinkeezhu
Kerala,Thiruvananthapuram,Kadakkavur,695306,Kadakkavoor
Kerala,Thiruvananthapuram,Nedunganda,695307,Vettoor-Cherunniyoor
Kerala,Thiruvananthapuram,Kaikara,695307,Vettoor-Cherunniyoor
Kerala,Thiruvananthapuram,Vakkom,695308,Vakkom
Kerala,Thiruvananthapuram,Anjengo,695309,Kadakkavoor
Kerala,Thiruvananthapuram,Poothura,695309,Kadakkavoor
Kerala,Thiruvananthapuram,Hariharapuram,695310,Ayiroor
Kerala,Thiruvananthapuram,Ayroor-varkala,695310,Ayiroor
Kerala,Thiruvananthapuram,Elakamon,695310,Ayiroor
Kerala,Thiruvananthapuram,Elakamon-kizhakkepuram,695310,Ayiroor
Kerala,Thiruvananthapuram,Kappil,695311,Edava
Kerala,Thiruvananthapuram,Venkulam,695311,Edava
Kerala,Thiruvananthapuram,Edava,695311,Edava
Kerala,Thiruvananthapuram,Odayam,695311,Edava
Kerala,Thiruvananthapuram,Pullanicode,695311,Edava
Kerala,Thiruvananthapuram,Melvettoor,695312,Vettoor-Cherunniyoor
Kerala,Thiruvananthapuram,Melvettoor,695312,Vettoor-Cherunniyoor
Kerala,Thiruvananthapuram,Kudavur,695313,Kudavoor
Kerala,Thiruvananthapuram,Manjamala,695313,Melthonnakkal
Kerala,Thiruvananthapuram,Pallipuram (Thiruvananthapuram),695316,Pallippuram
Kerala,Thiruvananthapuram,Thonnakkal,695317,Melthonnakkal
Kerala,Thiruvananthapuram,Vennicode,695318,Vettoor-Cherunniyoor
Kerala,Thiruvananthapuram,Balaramapuram,695501,Athiyannur (Part)
Kerala,Thiruvananthapuram,Kottukal,695501,Kottukal (Part)
Kerala,Thiruvananthapuram,Russelpuram,695501,Maranalloor
Kerala,Thiruvananthapuram,Kattachalkuzhy,695501,Neyyattinkara
Kerala,Thiruvananthapuram,Russelpuram,695501,Neyyattinkara
Kerala,Thiruvananthapuram,Chowara,695501,Kottukal (Part)
Kerala,Thiruvananthapuram,Balaramapuram,695501,Kottukal (Part)
Kerala,Thiruvananthapuram,Kattachalkuzhy,695501,Venganoor
Kerala,Thiruvananthapuram,Vedivachankoil,695501,Athiyannur (Part)
Kerala,Thiruvananthapuram,Bhagavathinada,695501,Pallichal
Kerala,Thiruvananthapuram,Balaramapuram,695501,Maranalloor
Kerala,Thiruvananthapuram,Balaramapuram,695501,Neyyattinkara
Kerala,Thiruvananthapuram,Vedivachankoil,695501,Pallichal
Kerala,Thiruvananthapuram,Payattuvila,695501,Kottukal (Part)
Kerala,Thiruvananthapuram,Kottukal,695501,Neyyattinkara
Kerala,Thiruvananthapuram,Balaramapuram,695501,Pallichal
Kerala,Thiruvananthapuram,Parassala,695502,Parassala
Kerala,Thiruvananthapuram,Cheruvarakonam,695502,Parassala
Kerala,Thiruvananthapuram,Ayira,695502,Karode
Kerala,Thiruvananthapuram,Dhanuvachapuram,695503,Kollayil (Part)
Kerala,Thiruvananthapuram,Manchavilakom,695503,Kollayil (Part)
Kerala,Thiruvananthapuram,Dhanuvachapuram,695503,Perumkadavila
Kerala,Thiruvananthapuram,Cheriakolla,695504,Kollayil (Part)
Kerala,Thiruvananthapuram,Cheriakolla,695504,Kunnathukal
Kerala,Thiruvananthapuram,Karakonam,695504,Kollayil (Part)
Kerala,Thiruvananthapuram,Elluvila,695504,Kunnathukal
Kerala,Thiruvananthapuram,Karakonam,695504,Kunnathukal
Kerala,Thiruvananthapuram,Kunnathukal,695504,Kunnathukal
Kerala,Thiruvananthapuram,Karakonam,695504,Vellarada
Kerala,Thiruvananthapuram,Karikuzhi,695505,Amboori
Kerala,Thiruvananthapuram,Vellarada,695505,Ottasekharamangalam
Kerala,Thiruvananthapuram,Koothali (TVM),695505,Vellarada
Kerala,Thiruvananthapuram,Mayam,695505,Amboori
Kerala,Thiruvananthapuram,Kuttamala,695505,Ottasekharamangalam
Kerala,Thiruvananthapuram,Karikuzhi,695505,Vazhichal
Kerala,Thiruvananthapuram,Mayam,695505,Vazhichal
Kerala,Thiruvananthapuram,Manali,695505,Vellarada
Kerala,Thiruvananthapuram,Panachamoodu,695505,Vellarada
Kerala,Thiruvananthapuram,Amboori,695505,Amboori
Kerala,Thiruvananthapuram,Kudayal,695505,Kunnathukal
Kerala,Thiruvananthapuram,Kuttamala,695505,Amboori
Kerala,Thiruvananthapuram,Vellarada,695505,Vellarada
Kerala,Thiruvananthapuram,Kudappanamoodu,695505,Amboori
Kerala,Thiruvananthapuram,Thekkupara,695505,Amboori
Kerala,Thiruvananthapuram,Kudappanamoodu,695505,Ottasekharamangalam
Kerala,Thiruvananthapuram,Kudayal,695505,Anavoor
Kerala,Thiruvananthapuram,Kuttamala,695505,Vazhichal
Kerala,Thiruvananthapuram,Kudappanamoodu,695505,Vellarada
Kerala,Thiruvananthapuram,Panachamoodu,695505,Kunnathukal
Kerala,Thiruvananthapuram,Kudayal,695505,Vellarada
Kerala,Thiruvananthapuram,Thekkupara,695505,Vellarada
Kerala,Thiruvananthapuram,Uchakada,695506,Karode
Kerala,Thiruvananthapuram,Uchakada,695506,Kulathoor
Kerala,Thiruvananthapuram,Karode,695506,Karode
Kerala,Thiruvananthapuram,Venkadambu,695506,Kulathoor
Kerala,Thiruvananthapuram,Kakkavila,695506,Karode
Kerala,Thiruvananthapuram,Ooruttambalam,695507,Malayinkeezhu
Kerala,Thiruvananthapuram,Ooruttambalam,695507,Maranalloor
Kerala,Thiruvananthapuram,Parasuvaickal,695508,Parasuvaikkal
Kerala,Thiruvananthapuram,Parasuvaickal,695508,Kollayil (Part)
Kerala,Thiruvananthapuram,Kandala,695512,Kattakada
Kerala,Thiruvananthapuram,Kuvalassery,695512,Maranalloor
Kerala,Thiruvananthapuram,Kandala,695512,Maranalloor
Kerala,Thiruvananthapuram,Veliyamcode,695512,Maranalloor
Kerala,Thiruvananthapuram,Veliyamcode,695512,Neyyattinkara
Kerala,Thiruvananthapuram,Kuvalassery,695512,Malayinkeezhu
Kerala,Thiruvananthapuram,Pozhiyoor,695513,Kulathoor
Kerala,Thiruvananthapuram,Pozhiyoor,695513,Karode
Kerala,Thiruvananthapuram,Mullur,695521,Vizhinjam (Part)
Kerala,Thiruvananthapuram,Vizhinjam,695521,Vizhinjam (Part)
Kerala,Thiruvananthapuram,Kottapuram,695521,Vizhinjam (Part)
Kerala,Thiruvananthapuram,Vizhinjam,695521,Venganoor
Kerala,Thiruvananthapuram,Cgo Complex Poonkulam,695522,Thiruvananthapuram
Kerala,Thiruvananthapuram,Vellayani,695522,Kalliyoor
Kerala,Thiruvananthapuram,Muttakadu,695523,Thiruvallom
Kerala,Thiruvananthapuram,Venganur,695523,Vizhinjam (Part)
Kerala,Thiruvananthapuram,Muttakadu,695523,Venganoor
Kerala,Thiruvananthapuram,Kidarakuzhy,695523,Vizhinjam (Part)
Kerala,Thiruvananthapuram,Nellivila,695523,Venganoor
Kerala,Thiruvananthapuram,Venganur,695523,Venganoor
Kerala,Thiruvananthapuram,Nellimoodu,695524,Athiyannur (Part)
Kerala,Thiruvananthapuram,Kanjiramkulam,695524,Kanjiramkulam
Kerala,Thiruvananthapuram,Kanjiramkulam,695524,Kottukal (Part)
Kerala,Thiruvananthapuram,Kanjiramkulam,695524,Athiyannur (Part)
Kerala,Thiruvananthapuram,Nellimoodu,695524,Kanjiramkulam
Kerala,Thiruvananthapuram,Puvar,695525,Thirupuram
Kerala,Thiruvananthapuram,Kanjampazhanji,695525,Thirupuram
Kerala,Thiruvananthapuram,Arumanoor,695525,Thirupuram
Kerala,Thiruvananthapuram,Kazhavur,695526,Kanjiramkulam
Kerala,Thiruvananthapuram,Lourdepuram,695526,Kanjiramkulam
Kerala,Thiruvananthapuram,Pulluvila,695526,Karumkulam
Kerala,Thiruvananthapuram,Puthiathura,695526,Karumkulam
Kerala,Thiruvananthapuram,Kovalam (Thiruvananthapuram),695527,Vizhinjam (Part)
Kerala,Thiruvananthapuram,Kovalam (Thiruvananthapuram),695527,Venganoor
Kerala,Thiruvananthapuram,Kovalam (Thiruvananthapuram),695527,Thiruvallom
Kerala,Thiruvananthapuram,Kovalam Beach,695527,Thiruvananthapuram
Kerala,Thiruvananthapuram,Naruvamoodu,695528,Pallichal
Kerala,Thiruvananthapuram,Mannurkonam,695541,Anad
Kerala,Thiruvananthapuram,Mancha,695541,Nedumangad
Kerala,Thiruvananthapuram,Puthukulangara,695541,Uzhamalackal
Kerala,Thiruvananthapuram,Karipur,695541,Karipur
Kerala,Thiruvananthapuram,Nedumangad,695541,Nedumangad
Kerala,Thiruvananthapuram,Mannurkonam,695541,Tholicode
Kerala,Thiruvananthapuram,Paruthikuzhy,695541,Uzhamalackal
Kerala,Thiruvananthapuram,Anad,695541,Anad
Kerala,Thiruvananthapuram,Nedumangad,695541,Karipur
Kerala,Thiruvananthapuram,Karipur,695541,Nedumangad
Kerala,Thiruvananthapuram,Mancha,695541,Aruvikkara
Kerala,Thiruvananthapuram,Tholicode,695541,Tholicode
Kerala,Thiruvananthapuram,Chullimanoor,695541,Anad
Kerala,Thiruvananthapuram,Aryanad,695542,Tholicode
Kerala,Thiruvananthapuram,Panacode,695542,Uzhamalackal
Kerala,Thiruvananthapuram,Vinobaniketan,695542,Vithura
Kerala,Thiruvananthapuram,Changa,695542,Aryanad
Kerala,Thiruvananthapuram,Parandode,695542,Aryanad
Kerala,Thiruvananthapuram,Kulappada,695542,Uzhamalackal
Kerala,Thiruvananthapuram,Parandode,695542,Uzhamalackal
Kerala,Thiruvananthapuram,Meenankal,695542,Vithura
Kerala,Thiruvananthapuram,Kulappada,695542,Aryanad
Kerala,Thiruvananthapuram,Marangad,695542,Aryanad
Kerala,Thiruvananthapuram,Meenankal,695542,Aryanad
Kerala,Thiruvananthapuram,Parandode,695542,Tholicode
Kerala,Thiruvananthapuram,Marangad,695542,Uzhamalackal
Kerala,Thiruvananthapuram,Aryanad,695542,Mannoorkara
Kerala,Thiruvananthapuram,Vinobaniketan,695542,Tholicode
Kerala,Thiruvananthapuram,Aryanad,695542,Aryanad
Kerala,Thiruvananthapuram,Kokkotela,695542,Aryanad
Kerala,Thiruvananthapuram,Kottakkakom,695542,Aryanad
Kerala,Thiruvananthapuram,Kokkotela,695542,Mannoorkara
Kerala,Thiruvananthapuram,Panacode,695542,Tholicode
Kerala,Thiruvananthapuram,Changa,695542,Vellanad
Kerala,Thiruvananthapuram,Mithraniketan,695543,Vellanad
Kerala,Thiruvananthapuram,Veliyannur,695543,Vellanad
Kerala,Thiruvananthapuram,Mulayara,695543,Vilappil
Kerala,Thiruvananthapuram,Vellanad,695543,Perumkulam
Kerala,Thiruvananthapuram,Kuthirakalam-vellanad,695543,Vellanad
Kerala,Thiruvananthapuram,Uriakode,695543,Vellanad
Kerala,Thiruvananthapuram,Vellanad,695543,Vellanad
Kerala,Thiruvananthapuram,Mundela,695543,Aruvikkara
Kerala,Thiruvananthapuram,Vellanad,695543,Aruvikkara
Kerala,Thiruvananthapuram,Vellanad,695543,Vilappil
Kerala,Thiruvananthapuram,Valiamala,695547,Palode
Kerala,Thiruvananthapuram,Valiamala,695547,Nedumangad
Kerala,Thiruvananthapuram,Anappara,695551,Vithura
Kerala,Thiruvananthapuram,Memala,695551,Vithura
Kerala,Thiruvananthapuram,Peppara Dam,695551,Vithura
Kerala,Thiruvananthapuram,Ponmudi,695551,Thennoor
Kerala,Thiruvananthapuram,Parappara,695551,Tholicode
Kerala,Thiruvananthapuram,Vithura,695551,Tholicode
Kerala,Thiruvananthapuram,Maruthamala,695551,Vithura
Kerala,Thiruvananthapuram,Chettachal,695551,Kurupuzha
Kerala,Thiruvananthapuram,Bonaccord,695551,Vithura
Kerala,Thiruvananthapuram,Kallar Tvm,695551,Vithura
Kerala,Thiruvananthapuram,Irinchayam,695561,Anad
Kerala,Thiruvananthapuram,Irinchayam,695561,Nedumangad
Kerala,Thiruvananthapuram,Pazhakutty,695561,Nedumangad
Kerala,Thiruvananthapuram,Panayamuttom,695561,Panavoor
Kerala,Thiruvananthapuram,Poovathur,695561,Theakada
Kerala,Thiruvananthapuram,Pazhakutty,695561,Anad
Kerala,Thiruvananthapuram,Panayamuttom,695561,Kurupuzha
Kerala,Thiruvananthapuram,Poovathur,695561,Nedumangad
Kerala,Thiruvananthapuram,Panayamuttom,695561,Anad
Kerala,Thiruvananthapuram,Irinchayam,695561,Theakada
Kerala,Thiruvananthapuram,Poovathur,695561,Vattappara (Part)
Kerala,Thiruvananthapuram,Meenmutty,695562,Palode
Kerala,Thiruvananthapuram,Pacha,695562,Peringamala
Kerala,Thiruvananthapuram,Pacha,695562,Pullampara
Kerala,Thiruvananthapuram,Paluvally,695562,Kurupuzha
Kerala,Thiruvananthapuram,Pacha,695562,Panavoor
Kerala,Thiruvananthapuram,Karimancode,695562,Peringamala
Kerala,Thiruvananthapuram,Elavattom,695562,Kurupuzha
Kerala,Thiruvananthapuram,Pacha,695562,Kurupuzha
Kerala,Thiruvananthapuram,Pacha,695562,Palode
Kerala,Thiruvananthapuram,Perayam,695562,Palode
Kerala,Thiruvananthapuram,Pacha,695562,Pangode
Kerala,Thiruvananthapuram,Pacha,695562,Thennoor
Kerala,Thiruvananthapuram,Pacha,695562,Anad
Kerala,Thiruvananthapuram,Vattakarikkakom,695562,Pangode
Kerala,Thiruvananthapuram,Ex-servicemen s Colony,695562,Peringamala
Kerala,Thiruvananthapuram,Pacha,695562,Vithura
Kerala,Thiruvananthapuram,Kochuvila,695563,Peringamala
Kerala,Thiruvananthapuram,Peringamala,695563,Peringamala
Kerala,Thiruvananthapuram,Daivapura,695563,Thennoor
Kerala,Thiruvananthapuram,Idinjar,695563,Thennoor
Kerala,Thiruvananthapuram,Ilanchiyam,695563,Thennoor
Kerala,Thiruvananthapuram,Panangode,695563,Peringamala
Kerala,Thiruvananthapuram,Thennur,695563,Thennoor
Kerala,Thiruvananthapuram,Aruvikara,695564,Aruvikkara
Kerala,Thiruvananthapuram,Chekkakonam,695564,Aruvikkara
Kerala,Thiruvananthapuram,Karakulam,695564,Aruvikkara
Kerala,Thiruvananthapuram,Karakulam,695564,Karakulam
Kerala,Thiruvananthapuram,Panavoor,695568,Panavoor
Kerala,Thiruvananthapuram,Panayam,695568,Pullampara
Kerala,Thiruvananthapuram,Koonanvenga,695568,Pullampara
Kerala,Thiruvananthapuram,Malayam,695571,Vilavoorkkal
Kerala,Thiruvananthapuram,Malayam,695571,Malayinkeezhu
Kerala,Thiruvananthapuram,Malayinkil,695571,Maranalloor
Kerala,Thiruvananthapuram,Machel,695571,Malayinkeezhu
Kerala,Thiruvananthapuram,Malayinkil,695571,Malayinkeezhu
Kerala,Thiruvananthapuram,Malayinkil,695571,Kulathummal
Kerala,Thiruvananthapuram,Malayinkil,695571,Vilavoorkkal
Kerala,Thiruvananthapuram,Kollode,695571,Kulathummal
Kerala,Thiruvananthapuram,Kollode,695571,Malayinkeezhu
Kerala,Thiruvananthapuram,Malayinkil,695571,Vilappil
Kerala,Thiruvananthapuram,Neyyar Dam,695572,Kallikkad
Kerala,Thiruvananthapuram,Amachal,695572,Kulathummal
Kerala,Thiruvananthapuram,Kattakada,695572,Malayinkeezhu
Kerala,Thiruvananthapuram,Ambalathinkala,695572,Kulathummal
Kerala,Thiruvananthapuram,Pantha,695572,Vazhichal
Kerala,Thiruvananthapuram,Kattakada,695572,Veeranakavu
Kerala,Thiruvananthapuram,Mylakkara,695572,Kallikkad
Kerala,Thiruvananthapuram,Kattacode,695572,Perumkulam
Kerala,Thiruvananthapuram,Kuruthamcode,695572,Kulathummal
Kerala,Thiruvananthapuram,Veeranakavu,695572,Veeranakavu
Kerala,Thiruvananthapuram,Peyad,695573,Malayinkeezhu
Kerala,Thiruvananthapuram,Peyad,695573,Vilappil
Kerala,Thiruvananthapuram,Puliyarakonam,695573,Vilappil
Kerala,Thiruvananthapuram,Perukavu,695573,Malayinkeezhu
Kerala,Thiruvananthapuram,Peyad,695573,Aruvikkara
Kerala,Thiruvananthapuram,Vilappilsala,695573,Vilappil
Kerala,Thiruvananthapuram,Peyad,695573,Vilavoorkkal
Kerala,Thiruvananthapuram,Moongode,695573,Vilappil
Kerala,Thiruvananthapuram,Kuttichal,695574,Aryanad
Kerala,Thiruvananthapuram,Kalliyal,695574,Mannoorkara
Kerala,Thiruvananthapuram,Paruthipally,695574,Mannoorkara
Kerala,Thiruvananthapuram,Kottoor (TVM),695574,Mannoorkara
Kerala,Thiruvananthapuram,Kuttichal,695574,Mannoorkara
Kerala,Thiruvananthapuram,Kuttichal,695574,Veeranakavu
Kerala,Thiruvananthapuram,Poovachal,695575,Aryanad
Kerala,Thiruvananthapuram,Poovachal,695575,Mannoorkara
Kerala,Thiruvananthapuram,Poovachal,695575,Veeranakavu
Kerala,Thiruvananthapuram,Poovachal,695575,Perumkulam
Kerala,Thiruvananthapuram,Punalal,695575,Perumkulam
Kerala,Thiruvananthapuram,Panniyode,695575,Veeranakavu
Kerala,Thiruvananthapuram,Pangappara,695581,Thiruvananthapuram
Kerala,Thiruvananthapuram,Thundathil,695581,Kazhakkoottam-Menamkulam (Part)
Kerala,Thiruvananthapuram,Karyavattom,695581,Kazhakkoottam-Menamkulam (Part)
Kerala,Thiruvananthapuram,Kazhakuttam,695582,Kazhakkoottam-Menamkulam (Part)
Kerala,Thiruvananthapuram,Kulathur (Thiruvananthapuram),695583,Thiruvananthapuram
Kerala,Thiruvananthapuram,Karimanal,695583,Thiruvananthapuram
Kerala,Thiruvananthapuram,Iroopara,695584,Iroopara
Kerala,Thiruvananthapuram,Pothencode,695584,Keezhthonnakkal
Kerala,Thiruvananthapuram,Kattaikonam,695584,Iroopara
Kerala,Thiruvananthapuram,Koithurkonam,695584,Andoorkonam
Kerala,Thiruvananthapuram,Andoorkonam,695584,Andoorkonam
Kerala,Thiruvananthapuram,Keezhavur,695584,Andoorkonam
Kerala,Thiruvananthapuram,Sainik School (Thiruvananthapuram),695585,Kazhakkoottam-Menamkulam (Part)
Kerala,Thiruvananthapuram,Puthenthope,695586,Kazhakkoottam-Menamkulam (Part)
Kerala,Thiruvananthapuram,St.Xavier s College,695586,Kazhakkoottam-Menamkulam (Part)
Kerala,Thiruvananthapuram,Pallithura,695586,Kazhakkoottam-Menamkulam (Part)
Kerala,Thiruvananthapuram,Chempazhanthy,695587,Uliyazhathura
Kerala,Thiruvananthapuram,Powdikonam,695588,Uliyazhathura
Kerala,Thiruvananthapuram,Nethajipuram,695589,Keezhthonnakkal
Kerala,Thiruvananthapuram,Santhigiri,695589,Keezhthonnakkal
Kerala,Thiruvananthapuram,Kilimanur Palace,695601,Kilimanoor
Kerala,Thiruvananthapuram,Charupara,695601,Pazhayakunnummel
Kerala,Thiruvananthapuram,Peroor,695601,Vellalloor
Kerala,Thiruvananthapuram,Ponganadu,695601,Kilimanoor
Kerala,Thiruvananthapuram,Pazhayakunnummel,695601,Pazhayakunnummel
Kerala,Thiruvananthapuram,Pullayil,695601,Koduvazhannoor
Kerala,Thiruvananthapuram,Vellallur,695601,Vellalloor
Kerala,Thiruvananthapuram,Kilmanur,695601,Kilimanoor
Kerala,Thiruvananthapuram,Nagaroor,695601,Nagaroor
Kerala,Thiruvananthapuram,Njarayilkonam,695602,Madavoor
Kerala,Thiruvananthapuram,Malakkal,695602,Kilimanoor
Kerala,Thiruvananthapuram,Madavoor-pallickal,695602,Madavoor
Kerala,Thiruvananthapuram,Maruthikunnu,695603,Navaikulam
Kerala,Thiruvananthapuram,Parakunnu,695603,Navaikulam
Kerala,Thiruvananthapuram,Navaikulam,695603,Navaikulam
Kerala,Thiruvananthapuram,Vettiyara,695603,Navaikulam
Kerala,Thiruvananthapuram,Moothala,695604,Pallickal
Kerala,Thiruvananthapuram,Pakalkuri,695604,Pallickal
Kerala,Thiruvananthapuram,Kokkottukonam,695604,Pallickal
Kerala,Thiruvananthapuram,Pallickal Kilimanur,695604,Pallickal
Kerala,Thiruvananthapuram,Puliyurkonam,695604,Madavoor
Kerala,Thiruvananthapuram,Thottakkad,695605,Karavaram
Kerala,Thiruvananthapuram,Kallambalam,695605,Ottoor
Kerala,Thiruvananthapuram,Karavaram,695605,Karavaram
Kerala,Thiruvananthapuram,Puthusserimukku,695605,Navaikulam
Kerala,Thiruvananthapuram,Anakudy,695606,Manikkal
Kerala,Thiruvananthapuram,Kalamachal,695606,Manikkal
Kerala,Thiruvananthapuram,Karimkuttikara,695606,Manikkal
Kerala,Thiruvananthapuram,Kottukunnam,695606,Manikkal
Kerala,Thiruvananthapuram,Nellanad,695606,Nellanad
Kerala,Thiruvananthapuram,Vamanapuram,695606,Vamanapuram
Kerala,Thiruvananthapuram,Pirappancode,695607,Manikkal
Kerala,Thiruvananthapuram,Palamkonam,695607,Pullampara
Kerala,Thiruvananthapuram,Venjaramoodu,695607,Nellanad
Kerala,Thiruvananthapuram,Mukkudil,695607,Pullampara
Kerala,Thiruvananthapuram,Aliyadu,695607,Nellanad
Kerala,Thiruvananthapuram,Pullampara,695607,Pullampara
Kerala,Thiruvananthapuram,Vellumannady,695607,Pullampara
Kerala,Thiruvananthapuram,Koliakode,695607,Koliyakode
Kerala,Thiruvananthapuram,Kallara (Thiruvananthapuram),695608,Kallara
Kerala,Thiruvananthapuram,Kurumbayam,695608,Kallara
Kerala,Thiruvananthapuram,Kattumpuram,695608,Kallara
Kerala,Thiruvananthapuram,Kodithookiyakunnu,695608,Kallara
Kerala,Thiruvananthapuram,Pangode,695609,Pangode
Kerala,Thiruvananthapuram,Moonnumukku,695609,Pangode
Kerala,Thiruvananthapuram,Bharathannur,695609,Kallara
Kerala,Thiruvananthapuram,Mylamoodu,695609,Pangode
Kerala,Thiruvananthapuram,Kanchinada,695609,Pangode
Kerala,Thiruvananthapuram,Mithirmala,695610,Kallara
Kerala,Thiruvananthapuram,Muthuvila,695610,Kallara
Kerala,Thiruvananthapuram,Neeramankadavuu,695610,Vamanapuram
Kerala,Thiruvananthapuram,Manambur,695611,Manamboor
Kerala,Thiruvananthapuram,Koduvazhannur,695612,Koduvazhannoor
Kerala,Thiruvananthapuram,Thalikuzhi,695612,Pulimath
Kerala,Thiruvananthapuram,Pulimath,695612,Pulimath
Kerala,Thiruvananthapuram,Mulakkalathukavu,695614,Keezhthonnakkal
Kerala,Thiruvananthapuram,Thattathumala,695614,Pazhayakunnummel
Kerala,Thiruvananthapuram,Adayamon,695614,Pazhayakunnummel
Kerala,Thiruvananthapuram,Vembayam,695615,Vembayam
Kerala,Thiruvananthapuram,Moonnanakuzhy,695615,Theakada
Kerala,Thiruvananthapuram,Konchira,695615,Vembayam
Kerala,Thiruvananthapuram,Cheeranikkara,695615,Vembayam
Kerala,Thiruvananthapuram,Kuthirakulam,695615,Theakada
Kerala,Thrissur,Mayannur,679105,Mayannur
Kerala,Thrissur,South Kondazhi,679106,Kondazhy
Kerala,Thrissur,Kondazhi,679106,Kondazhy
Kerala,Thrissur,Vettikkattiri R.S,679531,Cheruthuruthi
Kerala,Thrissur,Painkulam,679531,Panjal
Kerala,Thrissur,Cheruthuruthy,679531,Cheruthuruthi
Kerala,Thrissur,Netumpura,679531,Cheruthuruthi
Kerala,Thrissur,Panjal,679531,Panjal
Kerala,Thrissur,Desamangalam,679532,DESAMANGALAM,THALASSERY,ARANGOTTUKARA,PALLUR,NETUPURA
Kerala,Thrissur,Desamangalam,679532,Desamangalam
Kerala,Thrissur,Arangottukara,679532,Arangottukara
Kerala,Thrissur,Thalassery,679532,Desamangalam
Kerala,Thrissur,Pallam Kottambathur,679532,Desamangalam
Kerala,Thrissur,Pallur,679532,Desamangalam
Kerala,Thrissur,Chammannur,679561,Punnayurkulam
Kerala,Thrissur,Punnayurkulam,679561,Punnayurkulam
Kerala,Thrissur,Kochannur,679562,Vadakkekad
Kerala,Thrissur,Punnayur,679562,Edakkazhiyur
Kerala,Thrissur,Vadakkekad,679562,Vadakkekad
Kerala,Thrissur,Vadakkekad,679562,VADAKKEKAD,ANJOOR,PUNNAYUR
Kerala,Thrissur,Kallur-Vadakkekkad,679562,Vadakkekad
Kerala,Thrissur,Nhamanghat,679563,ANJUR,VYLATHUR,VADAKKEKKAD
Kerala,Thrissur,Nhamanghat,679563,Vadakkekad
Kerala,Thrissur,Vayilathur,679563,Vylathur
Kerala,Thrissur,Andathode,679564,Punnayurkulam
Kerala,Thrissur,Thrissur Central,680001,Thrissur
Kerala,Thrissur,Thrissur,680001,Thrissur
